3503	20398	2450	19345	16896	16896	90.80	28897	19468	58.47	86.79	GQ152141.1	k141_22915	
3295	20169	2470	19365	16875	16896	88.99	28984	19468	58.22	86.79	JN634064.1	k141_22915	
4195	9621	3214	8640	5427	5427	90.16	27253	19468	19.91	27.88	KF530132.1	k141_22915	
4207	20464	3214	19468	16258	16255	92.04	28595	19468	56.86	83.50	KX722530.1	k141_22915	
4475	8421	3508	7454	3947	3947	89.54	29079	19468	13.57	20.27	KF530134.1	k141_22915	
4871	8079	3958	7166	3209	3209	90.40	29023	19468	11.06	16.48	KF530127.1	k141_22915	
5743	20400	4814	19468	14658	14655	93.09	28996	19468	50.55	75.28	KF530124.1	k141_22915	
5579	9101	4858	8380	3523	3523	91.06	28829	19468	12.22	18.10	KF530125.1	k141_22915	
5827	7959	4862	6994	2133	2133	89.87	28457	19468	7.50	10.96	KF530270.1	k141_22915	
1	2112	4874	6985	2112	2112	90.63	23245	19468	9.09	10.85	KF530128.1	k141_22915	
8809	20465	7815	19468	11657	11654	93.90	29233	19468	39.88	59.86	HQ392469.1	k141_22915	
3625	6189	8498	11062	2565	2565	92.55	23245	19468	11.03	13.18	KF530128.1	k141_22915	
10065	20286	9130	19351	10222	10222	94.68	29062	19468	35.17	52.51	KF530116.1	k141_22915	
10217	20371	9211	19365	10155	10155	93.37	28479	19468	35.66	52.16	FJ938058.1	k141_22915	
10226	20380	9211	19365	10155	10155	93.82	29264	19468	34.70	52.16	GU553361.1	k141_22915	
10155	20415	9211	19468	10261	10258	93.72	29001	19468	35.38	52.69	KF530117.1	k141_22915	
10182	20336	9211	19365	10155	10155	94.75	29081	19468	34.92	52.16	KF530129.1	k141_22915	
10342	20366	9350	19374	10025	10025	87.17	28521	19468	35.15	51.49	KX900410.1	k141_22915	
10578	20437	9612	19468	9860	9857	94.00	29079	19468	33.91	50.63	KF530134.1	k141_22915	
10899	20223	9946	19270	9325	9325	94.99	29002	19468	32.15	47.90	KF530115.1	k141_22915	
1	383	10528	10910	383	383	96.08	386	19468	99.22	1.97	EU664238.1	k141_22915	[CONTAINED]
1	383	10528	10910	383	383	94.78	386	19468	99.22	1.97	EU664265.1	k141_22915	[CONTAINED]
11944	20448	10967	19468	8505	8502	94.74	27253	19468	31.21	43.67	KF530132.1	k141_22915	
12409	20084	11690	19365	7676	7676	95.15	28829	19468	26.63	39.43	KF530125.1	k141_22915	
13585	20230	12720	19365	6646	6646	95.32	28990	19468	22.93	34.14	KF530122.1	k141_22915	
8014	14491	12888	19365	6478	6478	95.32	23245	19468	27.87	33.28	KF530128.1	k141_22915	
1	6199	13167	19365	6199	6199	95.03	15091	19468	41.08	31.84	MF457591.1	k141_22915	[BEGIN]
16477	20273	15569	19365	3797	3797	94.81	29042	19468	13.07	19.50	KX722531.1	k141_22915	
1	406	16704	17109	406	406	94.58	406	19468	100.00	2.09	AB935758.1	k141_22915	[CONTAINED]
1	406	16704	17109	406	406	97.29	406	19468	100.00	2.09	AB935764.1	k141_22915	[CONTAINED]
8200	8402	925	724	203	202	96.06	9206	925	2.21	21.84	AB907624.1	k141_24221	
28382	28599	925	709	218	217	95.87	29440	925	0.74	23.46	KY566209.1	k141_24221	
32	172	141	1	141	141	88.65	1130	563	12.48	25.04	KF435071.1	k141_24248	
1	123	212	333	123	122	97.56	1134	563	10.85	21.67	KY566205.1	k141_24248	
1	96	334	429	96	96	100.00	29286	563	0.33	17.05	MN165107.1	k141_24248	
20435	20577	423	562	143	140	93.01	29440	563	0.49	24.87	KY566209.1	k141_24248	
1	730	730	1	730	730	94.66	736	1162	99.18	62.82	EU663952.1	k141_26069	[CONTAINED]
1	931	1085	155	931	931	92.17	931	1162	100.00	80.12	KJ665798.1	k141_26069	[CONTAINED]
7013	8109	1097	1	1097	1097	93.53	8245	1162	13.31	94.41	AB535528.1	k141_26069	
7971	9067	1097	1	1097	1097	94.90	9206	1162	11.92	94.41	AB907624.1	k141_26069	
3393	4489	1097	1	1097	1097	93.44	4608	1162	23.81	94.41	FJ917525.1	k141_26069	
28060	29156	1097	1	1097	1097	93.98	29266	1162	3.75	94.41	FJ938062.1	k141_26069	
27964	28996	1097	65	1033	1033	94.78	28996	1162	3.56	88.90	KF530124.1	k141_26069	
27749	28829	1097	17	1081	1081	93.54	28829	1162	3.75	93.03	KF530125.1	k141_26069	
28050	29146	1097	1	1097	1097	93.81	29262	1162	3.75	94.41	KU215423.1	k141_26069	
27370	28460	1097	1	1091	1097	92.17	28595	1162	3.82	94.41	KX722530.1	k141_26069	
28087	29183	1097	1	1097	1097	95.62	29303	1162	3.74	94.41	KY292377.1	k141_26069	
28153	29249	1097	1	1097	1097	96.35	29440	1162	3.73	94.41	KY566209.1	k141_26069	
28044	29140	1097	1	1097	1097	94.44	29286	1162	3.75	94.41	MN165107.1	k141_26069	
27510	28316	1	807	807	807	94.92	29222	807	2.76	100.00	JN183883.1	k141_26862	[CONTAINS]
27325	28131	1	807	807	807	95.17	28898	807	2.79	100.00	KF530121.1	k141_26862	[CONTAINS]
27449	28255	1	807	807	807	94.30	28996	807	2.78	100.00	KF530124.1	k141_26862	[CONTAINS]
21650	22456	1	807	807	807	94.30	23245	807	3.47	100.00	KF530128.1	k141_26862	[CONTAINS]
27391	28197	1	807	807	807	94.42	29042	807	2.78	100.00	KX722531.1	k141_26862	[CONTAINS]
607	1128	2	523	522	522	93.70	1128	807	46.28	64.68	GU017102.1	k141_26862	[END]
578	1070	3	495	493	493	94.52	1070	807	46.07	61.09	KY566177.1	k141_26862	[END]
6506	7304	9	807	799	799	94.62	8245	807	9.69	99.01	AB535528.1	k141_26862	[CONTAINS]
27242	28040	9	807	799	799	95.62	28829	807	2.77	99.01	KF530125.1	k141_26862	[CONTAINS]
2982	3735	51	807	754	757	93.53	4660	807	16.18	93.80	FJ917527.1	k141_26862	
1	381	74	454	381	381	96.33	383	807	99.48	47.21	JN687593.1	k141_26862	[CONTAINED]
4	416	77	489	413	413	96.85	416	807	99.28	51.18	JN687606.1	k141_26862	[CONTAINED]
230	1158	933	5	929	929	92.57	29252	934	3.18	99.46	HQ392471.1	k141_28172	[CONTAINS]
228	1160	934	2	933	933	91.85	29253	934	3.19	99.89	FJ938056.1	k141_28172	[CONTAINS]
229	1161	934	2	933	933	92.71	28479	934	3.28	99.89	FJ938058.1	k141_28172	[CONTAINS]
14	946	934	2	933	933	93.46	28898	934	3.23	99.89	KF530121.1	k141_28172	[CONTAINS]
170	1102	934	2	933	933	91.43	29042	934	3.21	99.89	KX722531.1	k141_28172	[CONTAINS]
230	1158	933	5	929	929	93.22	29252	934	3.18	99.46	HQ392471.1	k141_28225	[CONTAINS]
228	1160	934	2	933	933	93.14	29253	934	3.19	99.89	FJ938056.1	k141_28225	[CONTAINS]
190	1122	934	2	933	933	94.21	28457	934	3.28	99.89	KF530270.1	k141_28225	[CONTAINS]
234	1167	934	1	934	934	94.22	28595	934	3.27	100.00	KX722530.1	k141_28225	[CONTAINS]
170	1102	934	2	933	933	93.03	29042	934	3.21	99.89	KX722531.1	k141_28225	[CONTAINS]
4531	4887	4	360	357	357	87.43	8507	367	4.20	97.28	NC_022517	k141_28646	[CONTAINS]
3446	5299	1854	1	1854	1854	91.54	29252	2801	6.34	66.19	HQ392471.1	k141_28675	
3444	5307	1864	1	1864	1864	94.15	29286	2801	6.36	66.55	MN165107.1	k141_28675	
3438	5300	1866	1	1863	1866	91.06	29266	2801	6.37	66.62	HQ012370.1	k141_28675	
3382	5334	1956	1	1953	1956	93.15	29303	2801	6.66	69.83	KY292377.1	k141_28675	
2349	3142	2793	2000	794	794	88.16	28984	2801	2.74	28.35	KP143507.1	k141_28675	
2537	3338	2801	2000	802	802	92.39	29286	2801	2.74	28.63	MN165107.1	k141_28675	
4272	4408	390	526	137	137	91.97	8507	529	1.61	25.90	NC_022517	k141_29487	
4645	5391	3	749	747	747	86.13	8507	749	8.78	99.73	NC_022517	k141_29706	[CONTAINS]
4272	4466	177	371	195	195	89.74	8507	371	2.29	52.56	NC_022517	k141_30099	
8588	9767	1	1180	1180	1180	91.78	29252	1180	4.03	100.00	HQ392471.1	k141_31040	[CONTAINS]
8389	9568	1	1180	1180	1180	91.36	28984	1180	4.07	100.00	JN634064.1	k141_31040	[CONTAINS]
8493	9672	1	1180	1180	1180	92.03	29042	1180	4.06	100.00	KX722531.1	k141_31040	[CONTAINS]
5173	5366	35	228	194	194	89.69	8507	228	2.28	85.09	NC_022517	k141_33198	
26068	27965	3763	5659	1898	1897	90.76	29081	5659	6.53	33.52	KF530129.1	k141_34532	
11938	13838	3763	5659	1901	1897	91.70	15091	5659	12.60	33.52	MF457591.1	k141_34532	
1	575	3985	4559	575	575	93.91	575	5659	100.00	10.16	EU664176.1	k141_34532	[CONTAINED]
1	576	3985	4560	576	576	93.58	576	5659	100.00	10.18	HQ738723.1	k141_34532	[CONTAINED]
1	576	3985	4560	576	576	93.06	576	5659	100.00	10.18	HQ738731.1	k141_34532	[CONTAINED]
1	1091	4573	5659	1091	1087	90.01	1134	5659	96.21	19.21	AB086881.1	k141_34532	[CONTAINED]
1	1088	4573	5659	1088	1087	89.15	1130	5659	96.28	19.21	KF435071.1	k141_34532	[CONTAINED]
1	1088	4573	5659	1088	1087	90.02	1131	5659	96.20	19.21	KY566206.1	k141_34532	[CONTAINED]
5002	6790	1	1792	1789	1792	93.15	8909	1792	20.08	100.00	DQ160294.1	k141_3678	[CONTAINS]
25343	27134	1	1792	1792	1792	93.98	29306	1792	6.11	100.00	FJ938052.1	k141_3678	[CONTAINS]
25328	27119	1	1792	1792	1792	93.97	29277	1792	6.12	100.00	FJ938053.1	k141_3678	[CONTAINS]
25309	27103	1	1792	1795	1792	93.99	29264	1792	6.13	100.00	GU553361.1	k141_3678	[CONTAINS]
25300	27091	1	1792	1792	1792	93.42	29243	1792	6.13	100.00	JN183882.1	k141_3678	[CONTAINS]
25215	27009	1	1792	1795	1792	94.04	28996	1792	6.19	100.00	KF530124.1	k141_3678	[CONTAINS]
19419	21213	1	1792	1795	1792	93.59	23245	1792	7.72	100.00	KF530128.1	k141_3678	[CONTAINS]
25338	27132	1	1792	1795	1792	94.32	29303	1792	6.13	100.00	KY292377.1	k141_3678	[CONTAINS]
144	714	1	571	571	571	95.80	714	1792	79.97	31.86	LC316072.1	k141_3678	[END]
144	714	1	571	571	571	97.55	714	1792	79.97	31.86	LC316092.1	k141_3678	[END]
11128	12919	1	1792	1792	1792	93.47	15091	1792	11.87	100.00	MF457591.1	k141_3678	[CONTAINS]
1	973	817	1792	973	976	91.74	1935	1792	50.28	54.46	AB086902.1	k141_3678	[BEGIN]
26337	27198	931	1792	862	862	93.04	29440	1792	2.93	48.10	KY566209.1	k141_3678	
7	615	1000	1608	609	609	93.27	615	1792	99.02	33.98	JQ627089.1	k141_3678	[CONTAINED]
1	172	1621	1792	172	172	89.53	1130	1792	15.22	9.60	KF435071.1	k141_3678	[BEGIN]
4702	5391	7	696	690	690	86.29	8507	696	8.11	99.14	NC_022517	k141_40228	[CONTAINS]
23125	24818	1	1694	1694	1694	90.38	29232	1694	5.80	100.00	FJ938051.1	k141_4087	[CONTAINS]
22469	24149	1	1681	1681	1681	89.17	28595	1694	5.88	99.23	KX722530.1	k141_4087	[CONTAINS]
23147	24839	1	1693	1693	1693	89.49	29286	1694	5.78	99.94	MN165107.1	k141_4087	[CONTAINS]
23259	24950	2	1693	1692	1692	90.43	29440	1694	5.75	99.88	KY566209.1	k141_4087	[CONTAINS]
8980	10671	2	1693	1692	1692	88.72	15091	1694	11.21	99.88	MF457591.1	k141_4087	[CONTAINS]
23174	24863	4	1693	1690	1690	89.12	29275	1694	5.77	99.76	FJ938057.1	k141_4087	[CONTAINS]
23166	24852	4	1690	1687	1687	89.45	29255	1694	5.77	99.59	HQ392470.1	k141_4087	[CONTAINS]
1	551	319	869	551	551	90.38	565	1694	97.52	32.53	JQ304307.1	k141_4087	[CONTAINED]
1	545	325	869	545	545	89.54	559	1694	97.50	32.17	JQ304434.1	k141_4087	[CONTAINED]
1	545	325	869	545	545	90.64	559	1694	97.50	32.17	JQ304508.1	k141_4087	[CONTAINED]
1	527	343	869	527	527	91.08	539	1694	97.77	31.11	JQ304458.1	k141_4087	[CONTAINED]
2	527	344	869	526	526	89.54	533	1694	98.69	31.05	JQ304390.1	k141_4087	[CONTAINED]
23733	24771	655	1693	1039	1039	90.28	29001	1694	3.58	61.33	KF530117.1	k141_4087	
1	320	1106	1425	320	320	89.72	320	1694	100.00	18.89	AY159773.1	k141_4087	[CONTAINED]
1	181	1498	1678	181	181	96.13	1014	1694	17.85	10.68	EU664304.1	k141_4087	
18	388	1	369	371	369	97.30	29256	369	1.27	100.00	EU186072.1	k141_49636	[CONTAINS]
8	376	1	369	369	369	98.10	29306	369	1.26	100.00	FJ938052.1	k141_49636	[CONTAINS]
15	385	1	369	371	369	98.11	29277	369	1.27	100.00	FJ938053.1	k141_49636	[CONTAINS]
1	367	3	369	367	367	98.09	29266	369	1.25	99.46	HQ012370.1	k141_49636	[CONTAINS]
3913	4587	675	1	675	675	86.07	8507	2363	7.93	28.57	NC_022517	k141_51761	
1	284	281	1	284	281	92.25	714	5098	39.78	5.51	GU053632.1	k141_51836	[BEGIN]
1	284	281	1	284	281	91.20	714	5098	39.78	5.51	LC316072.1	k141_51836	[BEGIN]
1	793	793	1	793	793	88.83	1014	5098	78.21	15.56	EU664304.1	k141_51836	[BEGIN]
1	320	1185	866	320	320	94.06	320	5098	100.00	6.28	EF408010.1	k141_51836	[CONTAINED]
1	545	1966	1422	545	545	93.39	563	5098	96.80	10.69	JQ304320.1	k141_51836	[CONTAINED]
1	545	1966	1422	545	545	90.28	553	5098	98.55	10.69	JQ304518.1	k141_51836	[CONTAINED]
1	554	1975	1422	554	554	93.68	567	5098	97.71	10.87	JQ304405.1	k141_51836	[CONTAINED]
1	2211	2894	675	2211	2220	86.12	2221	5098	99.55	43.55	KJ665868.1	k141_51836	[CONTAINED]
4	2226	2894	675	2223	2220	89.39	2236	5098	99.42	43.55	KJ665877.1	k141_51836	[CONTAINED]
22213	25468	3253	1	3256	3253	88.83	29277	5098	11.12	63.81	FJ938053.1	k141_51836	
21050	25550	4495	1	4501	4495	88.96	29440	5098	15.29	88.17	KY566209.1	k141_51836	
20688	25365	4672	1	4678	4672	86.81	29137	5098	16.06	91.64	MH817484.1	k141_51836	
20739	25461	4717	1	4723	4717	88.20	29285	5098	16.13	92.53	FJ938055.1	k141_51836	
20723	25451	4717	1	4729	4717	88.12	29266	5098	16.16	92.53	FJ938062.1	k141_51836	
20705	25427	4717	1	4723	4717	87.66	29174	5098	16.19	92.53	KX722529.1	k141_51836	
20311	25417	5098	1	5107	5098	86.36	29232	5098	17.47	100.00	FJ938051.1	k141_51836	[CONTAINS]
20332	22043	5098	3393	1712	1706	84.74	29266	5098	5.85	33.46	HQ012370.1	k141_51836	
20369	25478	5098	1	5110	5098	87.45	29303	5098	17.44	100.00	KY292377.1	k141_51836	[CONTAINS]
20435	20940	5098	4599	506	500	84.58	29440	5098	1.72	9.81	KY566209.1	k141_51836	
6162	11268	5098	1	5107	5098	85.86	15091	5098	33.84	100.00	MF457591.1	k141_51836	[CONTAINS]
20380	25480	5098	1	5101	5098	85.67	29298	5098	17.41	100.00	MG893511.1	k141_51836	[CONTAINS]
20336	25438	5098	1	5103	5098	87.99	29286	5098	17.42	100.00	MN165107.1	k141_51836	[CONTAINS]
29	97	381	313	69	69	100.00	1130	381	6.11	18.11	KF435071.1	k141_52313	
8203	9097	1	895	895	895	94.08	9206	895	9.72	100.00	AB907624.1	k141_54885	[CONTAINS]
28319	29213	1	895	895	895	94.41	29303	895	3.05	100.00	KY292377.1	k141_54885	[CONTAINS]
28276	29170	1	895	895	895	93.07	29286	895	3.06	100.00	MN165107.1	k141_54885	[CONTAINS]
28387	29279	3	895	893	893	96.08	29440	895	3.03	99.78	KY566209.1	k141_54885	[CONTAINS]
1	736	136	871	736	736	93.61	736	895	100.00	82.23	EU663952.1	k141_54885	[CONTAINED]
28135	28389	1	255	255	255	96.86	29303	688	0.87	37.06	KY292377.1	k141_5505	
5287	5777	1	491	491	491	91.85	8507	491	5.77	100.00	NC_022517	k141_57286	[CONTAINS]
5566	5996	1	431	431	431	86.54	8507	434	5.07	99.31	NC_022517	k141_59634	[CONTAINS]
5192	5427	2	237	236	236	91.10	8507	237	2.77	99.58	NC_022517	k141_6291	[CONTAINS]
32	749	1	721	718	721	87.10	1130	721	63.54	100.00	KF435071.1	k141_67087	[CONTAINS]
21073	21790	1	721	718	721	90.71	23245	721	3.09	100.00	KF530128.1	k141_67087	[CONTAINS]
26992	27712	1	721	721	721	90.43	29303	721	2.46	100.00	KY292377.1	k141_67087	[CONTAINS]
21650	21790	141	1	141	141	94.33	23245	2744	0.61	5.14	KF530128.1	k141_67119	
1555	2060	506	1	506	506	86.00	8507	506	5.95	100.00	NC_022517	k141_69908	[CONTAINS]
1951	2106	970	816	156	155	92.31	8507	1231	1.83	12.59	NC_022517	k141_70479	
1903	2396	316	809	494	494	89.09	8507	812	5.81	60.84	NC_022517	k141_73533	
789	887	8310	8408	99	99	100.00	1128	8408	8.78	1.18	GU017102.1	k141_80111	
13326	14620	1	1295	1295	1295	92.66	28897	1296	4.48	99.92	GQ152141.1	k141_80361	[CONTAINS]
12992	14287	1	1296	1296	1296	94.06	28829	1296	4.50	100.00	KF530125.1	k141_80361	[CONTAINS]
13263	14558	1	1296	1296	1296	92.52	29174	1296	4.44	100.00	KX722529.1	k141_80361	[CONTAINS]
13380	14675	1	1296	1296	1296	95.29	29440	1296	4.40	100.00	KY566209.1	k141_80361	[CONTAINS]
13281	14576	1	1296	1296	1296	95.68	29286	1296	4.43	100.00	MN165107.1	k141_80361	[CONTAINS]
5976	8251	2292	9	2276	2284	81.04	8251	8263	27.58	27.64	NC_001918	k141_81085	
233	691	8050	7587	459	464	79.20	8251	8263	5.56	5.62	NC_001918	k141_81085	
2914	4587	1	1674	1674	1674	86.21	8507	1674	19.68	100.00	NC_022517	k141_83616	[CONTAINS]
900	977	771	848	78	78	97.44	1131	892	6.90	8.74	GU017121.1	k141_83618	
4994	5262	3314	3046	269	269	94.80	12573	6307	2.14	4.27	NC_001461	k141_83676	
19385	25145	1	5773	5761	5773	86.84	29256	6099	19.69	94.65	EU186072.1	k141_94724	
19325	25417	1	6099	6093	6099	86.97	29232	6099	20.84	100.00	FJ938051.1	k141_94724	[CONTAINS]
19365	25451	1	6093	6087	6093	87.59	29253	6099	20.81	99.90	FJ938056.1	k141_94724	[CONTAINS]
19357	20380	1	1024	1024	1024	94.92	29264	6099	3.50	16.79	GU553361.1	k141_94724	
19346	25447	1	6099	6102	6099	87.70	29266	6099	20.85	100.00	HQ012370.1	k141_94724	[CONTAINS]
19274	20297	1	1024	1024	1024	94.73	29086	6099	3.52	16.79	KF530130.1	k141_94724	
19383	25478	1	6099	6096	6099	88.39	29303	6099	20.80	100.00	KY292377.1	k141_94724	[CONTAINS]
19449	25550	1	6099	6102	6099	88.12	29440	6099	20.73	100.00	KY566209.1	k141_94724	[CONTAINS]
5176	6199	1	1024	1024	1024	94.73	15091	6099	6.79	16.79	MF457591.1	k141_94724	
19394	20417	1	1024	1024	1024	94.24	29298	6099	3.50	16.79	MG893511.1	k141_94724	
19350	25438	1	6099	6089	6099	88.76	29286	6099	20.79	100.00	MN165107.1	k141_94724	[CONTAINS]
1	5142	955	6099	5142	5145	86.60	8909	6099	57.72	84.36	DQ160294.1	k141_94724	[BEGIN]
1	4551	995	5548	4551	4554	85.42	4551	6099	100.00	74.67	AB695067.1	k141_94724	[CONTAINED]
20510	24761	1842	6099	4252	4258	86.74	28595	6099	14.87	69.81	KX722530.1	k141_94724	
4	2219	3204	5422	2216	2219	87.85	2229	6099	99.42	36.38	KJ665866.1	k141_94724	[CONTAINED]
22985	24693	4391	6099	1709	1709	91.64	28457	6099	6.01	28.02	KF530270.1	k141_94724	
1	320	4912	5231	320	320	85.62	320	6099	100.00	5.25	AY159740.1	k141_94724	[CONTAINED]
1	796	5304	6099	796	796	90.83	1017	6099	78.27	13.05	EU664311.1	k141_94724	[BEGIN]
1	284	5816	6099	284	284	94.37	714	6099	39.78	4.66	LC316072.1	k141_94724	[BEGIN]
4702	5029	7	334	328	328	84.15	8507	343	3.86	95.63	NC_022517	k141_9675	[CONTAINS]
5251	6158	1572	665	908	908	88.89	8507	1572	10.67	57.76	NC_022517	k141_98109	
