2095	4660	2598	18	2566	2581	91.79	4660	2598	55.06	99.35	FJ917527.1	k141_486	[CONTAINS]
26661	29222	2598	37	2562	2562	93.79	29222	2598	8.77	98.61	JN183883.1	k141_486	[CONTAINS]
26476	28898	2598	176	2423	2423	92.33	28898	2598	8.38	93.26	KF530121.1	k141_486	[END]
26600	28996	2598	202	2397	2397	92.70	28996	2598	8.27	92.26	KF530124.1	k141_486	[END]
26385	28829	2598	154	2445	2445	92.39	28829	2598	8.48	94.11	KF530125.1	k141_486	[END]
20804	23245	2598	154	2442	2445	92.52	23245	2598	10.51	94.11	KF530128.1	k141_486	[END]
26723	29303	2598	18	2581	2581	94.07	29303	2598	8.81	99.35	KY292377.1	k141_486	[CONTAINS]
26789	29370	2598	17	2582	2582	94.19	29440	2598	8.77	99.38	KY566209.1	k141_486	[CONTAINS]
26680	29261	2598	17	2582	2582	93.18	29286	2598	8.82	99.38	MN165107.1	k141_486	[CONTAINS]
4296	5686	1	1391	1391	1391	88.07	8507	1430	16.35	97.27	NC_022517	k141_53835	[CONTAINS]
4660	4880	230	10	221	221	89.24	8507	230	2.60	96.09	NC_022517	k141_58489	[CONTAINS]
4518	4800	1	283	283	283	87.68	8507	283	3.33	100.00	NC_022517	k141_58545	[CONTAINS]
4296	4552	1146	890	257	257	88.72	8507	1146	3.02	22.43	NC_022517	k141_59449	
4272	4436	1370	1534	165	165	90.30	8507	1534	1.94	10.76	NC_022517	k141_60391	
4990	5459	1	470	470	470	95.11	7839	476	6.00	98.74	NC_045762	k141_64738	[CONTAINS]
304	692	1	395	389	395	79.85	8251	3443	4.71	11.47	NC_001918	k141_68113	
19274	20351	3972	2895	1078	1078	95.64	29222	3972	3.69	27.14	JN183883.1	k141_70277	
19242	20223	3972	2991	982	982	94.91	29002	3972	3.39	24.72	KF530115.1	k141_70277	
19201	20284	3972	2889	1084	1084	95.30	29023	3972	3.73	27.29	KF530127.1	k141_70277	
13415	14491	3972	2896	1077	1077	94.89	23245	3972	4.63	27.11	KF530128.1	k141_70277	
19266	20349	3972	2889	1084	1084	94.10	27253	3972	3.98	27.29	KF530132.1	k141_70277	
19253	20335	3972	2890	1083	1083	95.38	28457	3972	3.81	27.27	KF530270.1	k141_70277	
19341	20424	3972	2889	1084	1084	93.73	29298	3972	3.70	27.29	MG893511.1	k141_70277	
19	25145	61	25197	25127	25137	91.61	29256	26905	85.89	93.43	EU186072.1	k141_72019	
9	3324	61	3376	3316	3316	91.14	29306	26905	11.32	12.32	FJ938052.1	k141_72019	
16	3337	61	3380	3322	3320	91.24	29277	26905	11.35	12.34	FJ938053.1	k141_72019	
19	3340	61	3380	3322	3320	91.12	29269	26905	11.35	12.34	FJ938054.1	k141_72019	
5	3326	61	3380	3322	3320	90.58	28595	26905	11.62	12.34	KX722530.1	k141_72019	
89	3410	61	3380	3322	3320	91.84	29440	26905	11.28	12.34	KY566209.1	k141_72019	
19	3338	61	3380	3320	3320	92.80	29286	26905	11.34	12.34	MN165107.1	k141_72019	
1	3320	62	3380	3320	3319	91.21	29253	26905	11.35	12.34	FJ938056.1	k141_72019	
1	3321	62	3380	3321	3319	89.49	28479	26905	11.66	12.34	FJ938058.1	k141_72019	
1	3319	62	3380	3319	3319	91.11	29266	26905	11.34	12.34	HQ012370.1	k141_72019	
1	3321	62	3380	3321	3319	91.30	29252	26905	11.35	12.34	HQ392471.1	k141_72019	
1	26863	62	26905	26863	26844	92.14	29303	26905	91.67	99.77	KY292377.1	k141_72019	[CONTAINS]
1	2991	99	3089	2991	2991	91.31	28457	26905	10.51	11.12	KF530270.1	k141_72019	
1	3259	116	3374	3259	3259	91.66	29091	26905	11.20	12.11	KF530133.1	k141_72019	
1	3264	116	3380	3264	3265	92.37	29079	26905	11.22	12.14	KF530134.1	k141_72019	
1	3196	119	3317	3196	3199	90.78	29042	26905	11.00	11.89	KX722531.1	k141_72019	
1	575	128	702	575	575	96.35	29002	26905	1.98	2.14	KF530115.1	k141_72019	
1	3142	239	3380	3142	3142	89.82	28984	26905	10.84	11.68	KP143507.1	k141_72019	
812	2322	928	2438	1511	1511	91.66	27253	26905	5.54	5.62	KF530132.1	k141_72019	
3366	26826	3424	26905	23461	23482	90.87	29262	26905	80.18	87.28	KU215423.1	k141_72019	
3328	26744	3477	26905	23417	23429	90.51	29137	26905	80.37	87.08	MH817484.1	k141_72019	
3453	20417	3484	20448	16965	16965	92.73	29298	26905	57.90	63.06	MG893511.1	k141_72019	
3440	20371	3514	20448	16932	16935	91.65	28479	26905	59.45	62.94	FJ938058.1	k141_72019	
3438	26826	3514	26905	23389	23392	91.60	29266	26905	79.92	86.94	HQ012370.1	k141_72019	
3424	20577	3514	20670	17154	17157	92.47	29174	26905	58.80	63.77	KX722529.1	k141_72019	
3445	20510	3514	20600	17066	17087	91.42	28595	26905	59.68	63.51	KX722530.1	k141_72019	
3444	26820	3516	26905	23377	23390	92.26	29286	26905	79.82	86.94	MN165107.1	k141_72019	
3469	26835	3526	26905	23367	23380	91.27	29253	26905	79.88	86.90	FJ938056.1	k141_72019	
3446	20368	3526	20448	16923	16923	92.77	29252	26905	57.85	62.90	HQ392471.1	k141_72019	
3246	16522	3526	16802	13277	13277	89.86	28984	26905	45.81	49.35	KP143507.1	k141_72019	
3503	20398	3530	20428	16896	16899	90.57	28897	26905	58.47	62.81	GQ152141.1	k141_72019	
3295	18992	3550	19271	15698	15722	88.74	28984	26905	54.16	58.44	JN634064.1	k141_72019	
3378	12288	3550	12463	8911	8914	89.47	29042	26905	30.68	33.13	KX722531.1	k141_72019	
3525	20603	3637	20715	17079	17079	92.50	29081	26905	58.73	63.48	KF530129.1	k141_72019	
3780	26929	3753	26905	23150	23153	91.66	29440	26905	78.63	86.05	KY566209.1	k141_72019	
4172	9621	4271	9723	5450	5453	89.90	27253	26905	20.00	20.27	KF530132.1	k141_72019	
4475	8421	4591	8537	3947	3947	89.39	29079	26905	13.57	14.67	KF530134.1	k141_72019	
4930	20350	5028	20448	15421	15421	93.14	29222	26905	52.77	57.32	JN183883.1	k141_72019	
4871	8079	5041	8249	3209	3209	90.41	29023	26905	11.06	11.93	KF530127.1	k141_72019	
5601	20588	5679	20666	14988	14988	93.27	29266	26905	51.21	55.71	FJ938062.1	k141_72019	
5683	9924	5739	9980	4242	4242	88.70	29277	26905	14.49	15.77	DQ848678.1	k141_72019	
5639	26796	5739	26905	21158	21167	90.89	29232	26905	72.38	78.67	FJ938051.1	k141_72019	
5743	20708	5897	20865	14966	14969	92.37	28996	26905	51.61	55.64	KF530124.1	k141_72019	
7239	20664	7323	20748	13426	13426	93.31	29233	26905	45.93	49.90	HQ392472.1	k141_72019	
8538	20808	8709	20979	12271	12271	93.10	29023	26905	42.28	45.61	KF530127.1	k141_72019	
8809	26813	8898	26905	18005	18008	91.49	29233	26905	61.59	66.93	HQ392469.1	k141_72019	
9499	20380	9567	20448	10882	10882	93.51	29264	26905	37.19	40.45	GU553361.1	k141_72019	
9581	20297	9732	20448	10717	10717	93.98	29086	26905	36.85	39.83	KF530130.1	k141_72019	
10065	20286	10213	20434	10222	10222	94.33	29062	26905	35.17	37.99	KF530116.1	k141_72019	
10244	26850	10293	26905	16607	16613	91.77	29277	26905	56.72	61.75	FJ938053.1	k141_72019	
10313	20327	10433	20447	10015	10015	87.76	29271	26905	34.21	37.22	JN856008.2	k141_72019	
10578	21027	10695	21144	10450	10450	93.19	29079	26905	35.94	38.84	KF530134.1	k141_72019	
10899	20223	11029	20353	9325	9325	94.66	29002	26905	32.15	34.66	KF530115.1	k141_72019	
12409	20084	12773	20448	7676	7676	94.71	28829	26905	26.63	28.53	KF530125.1	k141_72019	
13585	21538	13803	21756	7954	7954	92.76	28990	26905	27.44	29.56	KF530122.1	k141_72019	
8014	14491	13971	20448	6478	6478	95.04	23245	26905	27.87	24.08	KF530128.1	k141_72019	
1	12650	14250	26905	12650	12656	90.81	15091	26905	83.82	47.04	MF457591.1	k141_72019	[BEGIN]
1	6521	20379	26905	6521	6527	87.92	8909	26905	73.20	24.26	DQ160294.1	k141_72019	[BEGIN]
1	4551	20419	24972	4551	4554	85.44	4551	26905	100.00	16.93	AB695067.1	k141_72019	[CONTAINED]
20785	26865	20822	26905	6081	6084	88.97	29306	26905	20.75	22.61	FJ938052.1	k141_72019	
20879	26822	20956	26905	5944	5950	88.37	29243	26905	20.33	22.11	JN183882.1	k141_72019	
20510	26146	21266	26905	5637	5640	88.33	28595	26905	19.71	20.96	KX722530.1	k141_72019	
15751	20944	21706	26905	5194	5200	89.06	23245	26905	22.34	19.33	KF530128.1	k141_72019	
4	2219	22628	24846	2216	2219	87.85	2229	26905	99.42	8.25	KJ665866.1	k141_72019	[CONTAINED]
22985	26075	23815	26905	3091	3091	92.17	28457	26905	10.86	11.49	KF530270.1	k141_72019	
1	320	24336	24655	320	320	85.62	320	26905	100.00	1.19	AY159740.1	k141_72019	[CONTAINED]
1	1017	24728	25744	1017	1017	91.35	1017	26905	100.00	3.78	EU664311.1	k141_72019	[CONTAINED]
1	714	25240	25953	714	714	95.24	714	26905	100.00	2.65	LC316072.1	k141_72019	[CONTAINED]
1	714	25240	25953	714	714	95.66	714	26905	100.00	2.65	LC316092.1	k141_72019	[CONTAINED]
1	704	26199	26905	704	707	91.15	1935	26905	36.38	2.63	AB086902.1	k141_72019	[BEGIN]
7	530	26382	26905	524	524	92.56	615	26905	85.20	1.95	JQ627089.1	k141_72019	[BEGIN]
5476	5785	3	312	310	310	93.55	8507	521	3.64	59.50	NC_022517	k141_7488	
4189	4300	1160	1053	112	108	91.07	6706	1160	1.67	9.31	NC_025379	k141_77336	
4645	4919	7	281	275	275	86.96	8507	281	3.23	97.86	NC_022517	k141_8138	[CONTAINS]
1471	2227	1	757	757	757	96.83	7839	757	9.66	100.00	NC_045762	k141_82332	[CONTAINS]
23165	25382	3	2220	2218	2218	90.00	29232	2220	7.59	99.91	FJ938051.1	k141_82376	[CONTAINS]
23203	25420	3	2220	2218	2218	90.22	29255	2220	7.58	99.91	HQ392470.1	k141_82376	[CONTAINS]
22509	24726	3	2220	2218	2218	89.72	28595	2220	7.76	99.91	KX722530.1	k141_82376	[CONTAINS]
22987	25202	5	2220	2216	2216	89.71	28984	2220	7.65	99.82	KP143507.1	k141_82376	[CONTAINS]
23200	25412	5	2220	2213	2216	90.66	29262	2220	7.56	99.82	KU215423.1	k141_82376	[CONTAINS]
23300	25515	5	2220	2216	2216	91.34	29440	2220	7.53	99.82	KY566209.1	k141_82376	[CONTAINS]
23216	25428	8	2220	2213	2213	90.06	29275	2220	7.56	99.68	FJ938057.1	k141_82376	[CONTAINS]
9027	11233	11	2220	2207	2210	89.38	15091	2220	14.62	99.55	MF457591.1	k141_82376	[CONTAINS]
23195	25397	11	2214	2203	2204	90.52	29286	2220	7.52	99.28	MN165107.1	k141_82376	[CONTAINS]
1	551	281	831	551	551	90.38	565	2220	97.52	24.82	JQ304307.1	k141_82376	[CONTAINED]
1	545	287	831	545	545	89.54	559	2220	97.50	24.55	JQ304434.1	k141_82376	[CONTAINED]
1	545	287	831	545	545	90.64	559	2220	97.50	24.55	JQ304508.1	k141_82376	[CONTAINED]
1	527	305	831	527	527	91.08	539	2220	97.77	23.74	JQ304458.1	k141_82376	[CONTAINED]
2	527	306	831	526	526	89.54	533	2220	98.69	23.69	JQ304390.1	k141_82376	[CONTAINED]
23733	25333	617	2220	1601	1604	89.71	29001	2220	5.52	72.25	KF530117.1	k141_82376	
1	320	1068	1387	320	320	89.72	320	2220	100.00	14.41	AY159773.1	k141_82376	[CONTAINED]
1	758	1460	2220	758	761	92.12	1014	2220	74.75	34.28	EU664304.1	k141_82376	[BEGIN]
1	627	1594	2220	627	627	91.55	1092	2220	57.42	28.24	KJ665819.1	k141_82376	[BEGIN]
1	249	1972	2220	249	249	96.39	682	2220	36.51	11.22	JQ304284.1	k141_82376	[BEGIN]
4662	5243	47	628	582	582	83.25	8507	628	6.84	92.68	NC_022517	k141_90410	
4242	4408	170	4	167	167	89.22	8507	337	1.96	49.55	NC_022517	k141_9252	
4327	4805	1	479	479	479	87.29	8507	482	5.63	99.38	NC_022517	k141_92650	[CONTAINS]
5748	7644	1	1897	1897	1897	89.47	7839	1897	24.20	100.00	NC_045762	k141_97100	[CONTAINS]
16364	17583	1	1220	1220	1220	94.10	29232	1220	4.17	100.00	FJ938051.1	k141_99953	[CONTAINS]
16404	17623	1	1220	1220	1220	94.34	29253	1220	4.17	100.00	FJ938056.1	k141_99953	[CONTAINS]
16381	17600	1	1220	1220	1220	93.44	29243	1220	4.17	100.00	JN183882.1	k141_99953	[CONTAINS]
16316	17535	1	1220	1220	1220	94.26	29062	1220	4.20	100.00	KF530116.1	k141_99953	[CONTAINS]
16246	17462	1	1217	1217	1217	94.00	28990	1220	4.20	99.75	KF530122.1	k141_99953	[CONTAINS]
16100	17319	1	1220	1220	1220	94.75	28829	1220	4.23	100.00	KF530125.1	k141_99953	[CONTAINS]
16358	17577	1	1220	1220	1220	93.77	27253	1220	4.48	100.00	KF530132.1	k141_99953	[CONTAINS]
16184	17403	1	1220	1220	1220	91.48	28984	1220	4.21	100.00	KP143507.1	k141_99953	[CONTAINS]
16394	17601	1	1208	1208	1208	92.39	29262	1220	4.13	99.02	KU215423.1	k141_99953	[CONTAINS]
2215	3434	1	1220	1220	1220	93.61	15091	1220	8.08	100.00	MF457591.1	k141_99953	[CONTAINS]
16389	17608	1	1220	1220	1220	94.26	29286	1220	4.17	100.00	MN165107.1	k141_99953	[CONTAINS]
16477	17508	189	1220	1032	1032	94.67	29042	1220	3.55	84.59	KX722531.1	k141_99953	
